Greenhouse_Gas_Source_And_Sink_Categors,Sheet,State,Year,value
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2012,1.393883949
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2013,1.410885598
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2014,1.03093856
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2015,1.13273508
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2016,1.354117563
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2017,1.33304558
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2018,1.160224626
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2019,0.834129341
B.  Manure managemeNorthern Territory,Australian Capital Territory,Australian Capital Territory,2020,0.693224036
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1990,5.692835691
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1991,5.478996612
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1992,5.279922166
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1993,5.204750057
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1994,5.091461269
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1995,4.676763774
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1996,4.564999159
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1997,4.789990399
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1998,4.218552302
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,1999,4.278954502
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2000,4.362586793
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2001,5.361844168
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2002,4.794557745
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2003,4.954633335
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2004,4.699088998
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2005,4.553595774
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2006,4.468694239
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2007,3.99522201
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2008,3.57781413
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2009,2.887809796
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2010,2.252607292
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2011,2.75727893
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2012,2.534160005
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2013,2.458986635
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2014,2.012018044
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2015,2.144062486
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2016,2.522572123
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2017,2.574158908
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2018,2.165371981
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2019,1.826891901
D.  Agricultural soils,Australian Capital Territory,Australian Capital Territory,2020,1.609167421
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1990,9.11E-05
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1991,0.000207479
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1992,0.00015609
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1993,0.001420138
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1994,0.000838185
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1996,0.000523753
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1997,0.000566603
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1998,0.000485373
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,1999,0.000404368
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2000,0.001119275
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2001,0.008585451
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2002,0.000530377
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2003,0.008312059
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2004,0.008707005
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2005,8.76E-05
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2006,2.97E-05
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2007,4.29E-05
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2008,3.73E-05
F.  Fld burning of agricultural residues,Australian Capital Territory,Australian Capital Territory,2009,0.000166453
G. Liming,Australian Capital Territory,Australian Capital Territory,1990,0.001121668
G. Liming,Australian Capital Territory,Australian Capital Territory,1991,0.001355599
G. Liming,Australian Capital Territory,Australian Capital Territory,1992,0.001638318
G. Liming,Australian Capital Territory,Australian Capital Territory,1993,0.00198
G. Liming,Australian Capital Territory,Australian Capital Territory,1994,0.012276
G. Liming,Australian Capital Territory,Australian Capital Territory,1995,0.07623
G. Liming,Australian Capital Territory,Australian Capital Territory,1996,0.140184
G. Liming,Australian Capital Territory,Australian Capital Territory,1997,0.124361762
G. Liming,Australian Capital Territory,Australian Capital Territory,1998,0.108273488
G. Liming,Australian Capital Territory,Australian Capital Territory,1999,0.092185215
G. Liming,Australian Capital Territory,Australian Capital Territory,2000,0.076096941
G. Liming,Australian Capital Territory,Australian Capital Territory,2001,0.060122333
G. Liming,Australian Capital Territory,Australian Capital Territory,2002,0.07722
G. Liming,Australian Capital Territory,Australian Capital Territory,2003,0.06435
G. Liming,Australian Capital Territory,Australian Capital Territory,2004,0.05148
G. Liming,Australian Capital Territory,Australian Capital Territory,2005,0.03861
G. Liming,Australian Capital Territory,Australian Capital Territory,2006,0.02574
G. Liming,Australian Capital Territory,Australian Capital Territory,2007,0.01287
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1990,-190.0221307
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1991,-37.20147502
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1992,-198.4521222
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1993,-178.5930544
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1994,52.96068371
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1995,-248.3255983
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1996,-166.3113815
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1997,-229.7238899
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1998,-199.0557492
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,1999,65.92347837
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2000,-163.2162176
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2001,-166.999367
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2002,-142.4128257
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2003,-42.92671174
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2004,215.6822322
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2005,169.1066924
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2006,194.2010302
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2007,17.73664728
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2008,-66.53547177
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2009,655.5259959
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2010,301.9516653
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2011,360.8068782
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2012,258.2479285
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2013,109.8028401
"4. Land Use, Land-Use Change and Forestry",Australian Capital Territory,Australian Capital Territory,2014,145.0902375
